"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XFYCFGGR","journalArticle",1989,"Bosworth, B; Blinder, AS; Romer, D","Institutional change and the efficacy of monetary policy","Brookings Papers on Economic Activity",NA,NA,NA,"https://www.jstor.org/stable/2534496","… impact of monetary policy, the emergence of an active international capital market, with the potential for monetary policy … to the possibility of monetary policy influencing demand through …","1989",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2K4NMPMJ","book",2014,"Kilinc, M; Tunç, C","Identification of monetary policy shocks in Turkey: A structural VAR approach",NA,NA,NA,NA,"https://ideas.repec.org/p/tcb/wpaper/1423.html","… A positive global demand innovation leads to an increase in global commodity prices, which together increase both the level of prices and economic activity in Turkey. Positive …","2014",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,"ideas.repec.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L574ADFR","journalArticle",1974,"Tobin, J","Monetary policy in 1974 and beyond","Brookings Papers on Economic Activity",NA,NA,NA,"https://www.jstor.org/stable/2534076","… WHAT SHOULD BE THE AIM of monetary policy in 1974? One … But accepting it, one can ask what kind of monetary policy is … What monetary policy will achieve this outcome in 1974? …","1974",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C6G6X86S","journalArticle",2003,"Orphanides, A","Monetary policy evaluation with noisy information","Journal of Monetary economics",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S0304393203000278","… This study investigates the implications of noisy information regarding the measurement of economic activity for the evaluation of monetary policy. Using a simple model of the US …","2003",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RXM38E4A","journalArticle",1989,"Bryant, RC","Commentary on'Changing Effects of Monetary, Policy on Real Economic Activity'","Monetary Policy Issues in the 1990s. A Symposium …",NA,NA,NA,"https://www.kansascityfed.org/Jackson%20Hole/documents/3798/1989-S89BRYAN.pdf","… the effects of financial variables on four main components of real spending. He thinks of these effects as the ""firstround"" consequences of monetary policy (… the effects of monetary policy …","1989",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP9Z6HX3","journalArticle",2005,"Chong, CS; Goh, KL","Inter-temporal linkages of economic activity, stock prices and monetary policy in Malaysia","The Asia Pacific Journal of Economics & …",NA,NA,NA,"https://search.proquest.com/openview/a703c98cacbbe746be57d46c2559cab6/1?pq-origsite=gscholar&cbl=60419","… between economic activity and stock prices, and since the conduct of monetary policy is directly related to economic activity, then a link may exist between monetary policy and stock …","2005",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56A4C39B","journalArticle",2006,"Laopodis, NT","Dynamic interactions among the stock market, federal funds rate, inflation, and economic activity","Financial Review",NA,NA,"10.1111/j.1540-6288.2006.00155.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6288.2006.00155.x","… , economic activity, inflation, and monetary policy under three monetary policy regimes using … There appears to be no consistent dynamic relationship between monetary policy and stock …","2006",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QNVIDB95","journalArticle",2019,"Geanakoplos, J; W, DE Rappoport","Credit Surfaces, Economic Activity, and Monetary Policy","… Activity, and Monetary Policy …",NA,NA,NA,"https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3428729","… And, how MP affects these multiple credit surfaces? We … on the effect of the credit surface in economic activity in different … the effect of MP on the credit surface, we study how MP affects …","2019",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIYHKXFW","book",2019,"Sapriza, H; Temesvary, J","How does the strength of monetary policy transmission depend on real economic activity?",NA,NA,NA,NA,"https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3369646","… circulated under the title “Monetary policy transmission and economic conditions: How does the strength of the bank credit channel depend on real economic activity?” The views …","2019",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,"papers.ssrn.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9BLKWVS","journalArticle",1995,"Lang, WW; Nakamura, LI","'Flight to quality'in banking and economic activity","Journal of Monetary Economics",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/0304393295012049","… is part of the monetary policy transmission mechanism, then our flight to quality variable should lead real economic activity and be predicted by measures of monetary policy. We use …","1995",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JRPPBVKY","journalArticle",2018,"Dafermos, Y; Nikolaidi, M; Galanis, G","Climate change, financial stability and monetary policy","Ecological Economics",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S0921800917315161","… (2016) where climate damages do not have diversified effects on different financial assets. Third, the financial system in our model has a non-neutral impact on economic activity: credit …","2018",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545MD2LD","book",1967,"Brunner, K; Meltzer, A","The meaning of monetary indicators",NA,NA,NA,NA,"https://kilthub.cmu.edu/articles/journal_contribution/The_Meaning_of_Monetary_Indicators/6708596","… as a guide to the future pace of economic activity. Yet it seems reasonable to conclude that … is the most reliable measure of the effect of monetary policy. There is not even agreement that …","1967",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,"kilthub.cmu.edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XMXXQAU8","journalArticle",2007,"Ashcraft, AB; Campello, M","Firm balance sheets and monetary policy transmission","Journal of Monetary Economics",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S030439320700030X","… the central bank should consider the amplification effects of changes in interest rates on the … suggests that monetary policy will have a stronger effect on economic activity during …","2007",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3EVSHYQ3","journalArticle",1961,"Culbertson, JM","The lag in effect of monetary policy: Reply","Journal of Political Economy",NA,NA,"10.1086/258538","https://www.journals.uchicago.edu/doi/pdf/10.1086/258538","… The repetitive short-run cycles in economic activity that we have long experienced seem most plausibly explained on the assumption that people's financial responses are prompt …","1961",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VV9H5G33","journalArticle",2005,"Avouyi-Dovi, S; Matheron, J","Interactions between business cycles, financial cycles and monetary policy: stylised facts","BIS papers",NA,NA,NA,"https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1188602#page=283","… prices should be taken into account in the conduct of monetary policy, ie as a target or as an … and economic activity on the one hand, and the relationship between economic activity and …","2005",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4QKTI2IH","journalArticle",1973,"Duesenberry, JS","Some observations on monetary policy","Brookings Papers on Economic Activity",NA,NA,NA,"https://www.jstor.org/stable/2534100","… in monetary policy and changes in real economic activity. This … to the notion of using monetary policy for precise short-run … monetary aggregate to economic activity, without specifying …","1973",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4NLPNANK","book",1998,"El-Mansoury, TM","Monetary policy and economic activity",NA,NA,NA,NA,"https://search.proquest.com/openview/4e963c77fecac74374185a0761336f88/1?pq-origsite=gscholar&cbl=18750&diss=y","… impact on our daily lives and through its impacts on the economy can affect our livelihood. This study attempts to investigate the relation between monetary policy and economic activity …","1998",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,"search.proquest.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63HRAWWX","journalArticle",2012,"Ljubaj, I","Estimating the impact of monetary policy on household and corporate loans: a FAVEC approach","The Croatian National Bank Working Papers",NA,NA,NA,"https://www.hnb.hr/repec/hnb/wpaper/pdf/w-034.pdf","… This has limited the impact of monetary policy on corporate … showed that a restrictive monetary policy shock leads to a … in overall economic activity, has a favourable impact on bank …","2012",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7N9WZYBJ","journalArticle",2021,"Blinder, AS","BPEA and Monetary Policy over Fifty Years","Brookings Papers on Economic Activity",NA,NA,NA,"https://www.jstor.org/stable/27093827","… empirical bridge between real economic activity and inflation; (… and recommendations for actual monetary policy in the United … Almost all of that was relevant to monetary policy, but I will …","2021",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSR2IJN6","journalArticle",2021,"Gross, J; Zahner, J","What is on the ECB's mind? Monetary policy before and after the global financial crisis","Journal of Macroeconomics",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S0164070421000057","… Second, economic activity seems to be a key priority for the central bank before the financial … the importance of economic activity for the ECB’s monetary policy decisions decreased over …","2021",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESQKCG8F","journalArticle",2014,"Billi, RM; Vredin, A","Monetary policy and financial stability–a simple story","Sveriges Riksbank Economic Review",NA,NA,NA,"https://archive.riksbank.se/Documents/Rapporter/POV/2014/2014_2/rap_pov_1400918_eng.pdf#page=9","… stability is important or even crucial for monetary policy. 9 First of all, adverse shocks in financial markets are likely to curb economic activity. One prominent example is the occurrence of …","2014",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES78DPCU","journalArticle",2018,"Adela, H","The impact of Musharakah financing on the monetary policy in the Islamic economy","Review of Economics and Political Science",NA,NA,"10.1108/REPS-10-2018-014","https://www.emerald.com/insight/content/doi/10.1108/REPS-10-2018-014/full/html","… It concludes that the central bank can control the monetary policy, economic activity and the efficient allocation of resources by using the return rates of Musharakah through the …","2018",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9N64ARNJ","journalArticle",2007,"Bernanke, CBS","Monetary policy under uncertainty","CUADERNO DE …",NA,NA,NA,"http://imagenesbibliotecacentral.minhap.gob.es/pdfpublicaciones/Literaturagris/2007_85.pdf#page=87","… , the long and variable lags with which monetary policy operates, and the political and … level of economic activity. Friedman advocated the use of simple prescriptions for monetary policy-…","2007",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BGGLKBAC","book",2013,"Sterk, V; Tenreyro, S","The transmission of monetary policy operations through redistributions and durable purchases",NA,NA,NA,NA,"https://eprints.lse.ac.uk/58311/","… Under these premises, we analyse the effect of OMO on economic activity in a dynamic, stochastic, general-equilibrium (DSG) model. In the model, overlapping generations (OLG) of …","2013",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,"eprints.lse.ac.uk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KTST5DFL","journalArticle",2021,"Saiti, D; Gockov, G; Trenovski, B","How Monetary Policy Affects the Lending and Economic Activity in a Banking System with Excess Liquidity","Economics and Culture",NA,NA,"10.2478/jec-2021-0014","https://sciendo.com/article/10.2478/jec-2021-0014","… of the transmission mechanism of the monetary policy in a banking system with excess … inflation rate affect total lending and the overall economic activity in the country. For this purpose, …","2021",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZQ8LPF5P","journalArticle",1997,"Macklem, T","Capacity constraints, price adjustment, and monetary policy","Bank of Canada Review",NA,NA,NA,"https://ideas.repec.org/a/bca/bcarev/v1997y1997ispring97p39-56.html","… the level of economic activity and inflation. … economic activity is high than when it is low. This type of non-linearity in the short-run Phillips curve, which is typically motivated by the effects …","1997",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDLFLUHU","journalArticle",2021,"Santis, RA De; Zaghini, A","Unconventional monetary policy and corporate bond issuance","European Economic Review",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S0014292121000805","… that unconventional monetary policy can foster a financing diversification regardless of firms’ risk profile. We also highlight the impact of the programme on the real economic activity. …","2021",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4TIY6BXM","journalArticle",2001,"Okina, K; Shirakawa, M; ...","The asset price bubble and monetary policy: Japan's experience in the late 1980s and the lessons","Monetary and Economic …",NA,NA,NA,"https://picker.typepad.com/files/asset-bubble-paper.pdf","… experience of Japan’s economy in the late 1980s, let us characterize the bubble economy in this paper by three factors: a rapid rise in asset prices, the overheating of economic activity, …","2001",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XY22MYAX","journalArticle",2017,"Hendrickson, JR","Interest on reserves, settlement, and the effectiveness of monetary policy","Journal of Macroeconomics",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S016407041730215X","… Thus, the payment of interest on reserves increased payment processing efficiency, potentially at the expense of limiting the ability of monetary policy to influence economic activity. …","2017",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XNYNURHB","journalArticle",2021,"Evgenidis, A; Papadamou, S","The impact of unconventional monetary policy in the euro area. Structural and scenario analysis from a Bayesian VAR","International Journal of Finance & …",NA,NA,"10.1002/ijfe.2088","https://onlinelibrary.wiley.com/doi/abs/10.1002/ijfe.2088","… a rich picture of the transmission of unconventional monetary policy (UMP) shocks in various … We show that UMP shocks have a significant positive impact on both economic activity and …","2021",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ3EBDHX","journalArticle",2007,"Li, F; St-Amant, P","Financial Stress, Monetary Policy, and Economic Activity: A Nonlinear Approach",NA,NA,NA,NA,"https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=0063025ac131b0aa524b0a98e651af65460701c3","… Based on the TVAR model, we can examine questions like the following: Does monetary policy have the same effect regardless of the current phase of economic fluctuations? Given the …","2007",2023-02-13 13:31:42,2023-02-13 13:31:42,NA,NA,NA,"Query date: 2023-02-09 16:59:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
