"label","key","item type","publication year","author","title","publication title","isbn","issn","doi","url","abstract note","date","date added","date modified","access date","pages","num pages","issue","volume","number of volumes","journal abbreviation","short title","series","series number","series text","series title","publisher","place","language","rights","type","archive","archive location","library catalog","call number","extra","notes","file attachments","link attachments","manual tags","automatic tags","editor","series editor","translator","contributor","attorney agent","book author","cast member","commenter","composer","cosponsor","counsel","interviewer","producer","recipient","reviewed author","scriptwriter","words by","guest","number","edition","running time","scale","medium","artwork size","filing date","application number","assignee","issuing authority","country","meeting name","conference name","court","references","reporter","legal status","priority numbers","programming language","version","system","code","code number","section","session","committee","history","legislative body","matches"
"ref_02902","PUAP6LW6","journalArticle",2007,"Min, Gong; Wenpu, Li","Assessing the Role of Aggregate Demand and Supply Shocks in China's Macroeconomic Fluctuation. (In Chinese. With English summary.)","Jingji Yanjiu/Economic Research Journal",NA,"05779154",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0995897&site=ehost-live","In this paper, we try to assess the role of aggregate demand and supply shocks in China's macroeconomic fluctuation, using a bivariate structural VAR model to investigate macroeconomic dynamics for China within the aggregate-demand-aggregate-supply framework. We hold that China's high growth should be associated more with greatly improved supply capability in recent years. This result implies that the key factors that drive the economic growth have shifted from demand side to supply side under globalization. Therefore, the macroeconomic management should pay more emphases on supply control under current situation.","2007-11",2023-02-13 13:36:09,2023-02-13 13:36:09,NA,"32-44",NA,"11","42",NA,"Jingji Yanjiu/Economic Research Journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Aggregate Productivity; Business Fluctuations; Cycles E32; Macroeconomics: Production E23; Macroeconomic Analyses of Economic Development O11; Fiscal and Monetary Policy in Development O23; Cross-Country Output Convergence O47; Empirical Studies of Economic Growth; Inflation P24; Money; Socialist Systems and Transitional Economies: National Income, Product, and Expenditure; Socialist Institutions and Their Transitions: Public Economics P35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2800
"ref_06086","XVS4F35S","journalArticle",2011,"Artis, Michael; Chouliarakis, George; Harischandra, P. K. G.","Business Cycle Synchronization since 1880","Manchester School",NA,"14636786",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1163653&site=ehost-live","This paper studies the international business cycle behaviour across 25 advanced and emerging market economies for which 125 years of annual GDP data are available. The picture that emerges is more fragmented than the one drawn by studies that focused on a narrower set of advanced market economies. The paper offers evidence in favour of a secular increase in international business cycle synchronization within a group of European and a group of English-speaking economies that started during 1950-1973 and accelerated since 1973. Yet, in other regions of the world, country-specific shocks are still the dominant forces of business cycle dynamics.","2011-03",2023-02-13 13:38:25,2023-02-13 13:38:25,NA,"173-207",NA,"2","79",NA,"Manchester School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Growth; Business Fluctuations; Cycles E32; Economic History: Macroeconomics and Monetary Economics; Industrial Structure; International Policy Coordination and Transmission F42; International Business Cycles F44; Fluctuations: General, International, or Comparative N10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5734
"ref_02495","9JGRJLE8","journalArticle",2016,"Curdia, Vasco; Woodford, Michael","Credit Frictions and Optimal Monetary Policy","Journal of Monetary Economics",NA,"03043932",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1619177&site=ehost-live","The basic (representative-household) New Keynesian model of the monetary transmission mechanism is extended to allow for a spread between the interest rate available to savers and borrowers, and investigate the consequences of a variable credit spread for the effects of a variety of shocks, and for optimal policy responses to those shocks. A simple target criterion continues to provide a good approximation to optimal policy. Such a ""flexible inflation target"" can be implemented by a central-bank reaction function that is similar to a forward-looking Taylor rule, but adjusted for changes in current and expected future credit spreads.","2016-12",2023-02-13 13:35:53,2023-02-13 13:35:53,NA,"30-65",NA,"Query date: 2023-02-09 12:33:15","84",NA,"Journal of Monetary Economics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Inflation; Deflation E31; Interest Rates: Determination, Term Structure, and Effects E43; Monetary Policy E52; Price Level; General Aggregative Models: Keynes; Keynesian; Post-Keynesian E12; Central Banks and Their Policies E58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2405
"ref_01205","HUWWP9YM","journalArticle",2001,"Fisher, Walter H.; Bianconi, Marcelo","Intertemporal Budget Policies and Macroeconomic Adjustment in a Small Open Economy",NA,NA,NA,NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0793013&site=ehost-live","This paper analyzes the role of nominal assets in ranking intertemporal budget policies in a growing open economy. The budget policies are ranked in terms of the public's intertemporal stock of tax liabilities. Our main result is that, in a small open economy, the valuation of private and public assets is in terms of the exogenous foreign price level under purchasing power parity. This constraint limits the scope of government to influence the real value of assets using fiscal and monetary policy shocks.","2001",2023-02-13 13:35:00,2023-02-13 13:35:00,NA,"31-pages",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh","Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org","EBSCOhost",NA,NA,NA,NA,NA,"Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook: General E60; Macroeconomic Aspects of International Trade and Finance: General F40; Monetary Policy, Central Banking, and the Supply of Money and Credit: General E50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1134
"ref_04564","8SAN7IMD","journalArticle",2002,"Bordo, Michael D.; Choudhri, Ehsan U.; Schwarz, Anna J.","Was Expansionary Monetary Policy Feasible during the Great Contraction? An Examination of the Gold Standard Constraint","Explorations in Economic History",NA,"00144983",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0599668&site=ehost-live","The recent consensus view that the gold standard was the leading cause of the worldwide Great Depression 1929-1933 stems from the two propositions: (1) under the gold standard, deflationary shocks were transmitted between countries and, (2) for most countries, continued adherence to gold prevented monetary authorities from offsetting banking panics and blocked their recoveries. In this article we contend that the second proposition applies only to small open economies with limited gold reserves. This was not the case for the United States, the largest country in the world, holding massive gold reserves. The United States was not constrained from using expansionary policy to offset banking panics, deflation, and declining economic activity. Simulations, based on a model of a large open economy, indicate that expansionary open market operations by the Federal Reserve at two critical junctures (October 1930 to February 1931; September 1931 through January 1932) would have been successful in averting the banking panics that occurred, without endangering convertibility. Indeed had expansionary open market purchases been conducted in 1930, the contraction would not have led to the international crises that followed.","2002-01",2023-02-13 13:37:20,2023-02-13 13:37:20,NA,"1-28",NA,"Query date: 2023-02-09 16:59:31","39",NA,"Explorations in Economic History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Growth; Monetary Policy E52; Economic History: Macroeconomics and Monetary Economics; Fluctuations: U.S.; Industrial Structure; Canada: 1913- N12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4383
"ref_03602","MNUZ585T","journalArticle",2017,"Nocera, Andrea; Roma, Moreno","House prices and monetary policy in the euro area: evidence from structural VARs",NA,NA,NA,NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1651728&site=ehost-live","We use a Bayesian stochastic search variable selection structural VAR model to investigate the heterogeneous impact of housing demand shocks on the macroeconomy and the role of house prices in the monetary policy transmission, across euro area countries. A novel set of identification restrictions, which combines zero and sign restrictions, is proposed. By exploiting the cross-sectional dimension of our data, we explore the differences in the propagation channels of house prices and monetary policy and the challenges they pose in the process of real and nominal convergence in the Eurozone. Among the main results, we find a comparatively stronger housing wealth effect on consumption in Ireland and Spain. We provide new evidence in support of the financial accelerator hypothesis, showing that house prices play an important role in the availability of loans. A significant and highly heterogeneous effect of monetary policy on house price dynamics is also documented.","2017",2023-02-13 13:36:39,2023-02-13 13:36:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh","Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org","EBSCOhost",NA,NA,NA,NA,NA,"Inflation; Deflation E31; Monetary Policy E52; Price Level; Dynamic Quantile Regressions; Dynamic Treatment Effect Models; Macroeconomics: Consumption; Saving; Wealth E21; Financial Markets and the Macroeconomy E44; Diffusion Processes C22; Single Equation Models; Single Variables: Time-Series Models",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3477
"ref_11465","2UDXDXSV","bookSection",1992,"Rogoff, Kenneth","CAN INTERNATIONAL MONETARY POLICY COOPERATION BE COUNTERPRODUCTIVE?","International Economic Policies and their Theoretical Foundations (Second Edition)","978-0-12-444281-8",NA,NA,"https://www.sciencedirect.com/science/article/pii/B9780124442818500404","This paper demonstrates that increased international monetary cooperation may actually be counterproductive. The potential problem is that cooperation between central banks may exacerbate the credibility problem of central banks vis-à-vis the private sector. Coordinated monetary expansion yields a better output/inflation trade-off than unilateral expansion because it does not induce exchange rate depreciation. Wage setters realize that the incentives to inflate are greater in a cooperative regime, and thus time-consistent nominal wage rates are higher. Cooperation does improve responses to disturbances. Thus, a cooperative regime which contains institutional constraints on systematic inflation is definitely superior.","1992-01-01",2023-03-16 15:49:51,2023-03-16 15:49:51,1678492800,"874-892",NA,NA,NA,NA,NA,NA,"Economic Theory, Econometrics, and Mathematical Economics",NA,NA,NA,"Academic Press","Boston","en",NA,NA,NA,NA,"ScienceDirect",NA,NA,NA,NA,NA,NA,NA,"Letiche, JOHN M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10925
"ref_02748","NAQ5NCFL","journalArticle",2005,"Chang, Roberto; Velasco, Andres","Endogenous Financial Dollarization and Exchange Rate Policy","Journal of Policy Reform",NA,"13841289",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0849637&site=ehost-live","We develop a simple model of an economy in which domestic agents borrow and lend from each other in either home or foreign currency. Nominal wage rigidity implies that portfolios are chosen to offset the real variability of labor income. Portfolio choices, in turn, affect the potency of monetary policy, and the mapping from exogenous shocks to aggregate outcomes. The model sheds light on the determinants and implications of financial dollarization, its interaction with monetary policy, and other current issues.","2005-12",2023-02-13 13:36:03,2023-02-13 13:36:03,NA,"263-280",NA,"4","8",NA,"Journal of Policy Reform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Inflation; Deflation E31; Foreign Exchange F31; Monetary Policy E52; Price Level; Government and the Monetary System; Monetary Systems; Payment Systems E42; Regimes; Standards; Demand for Money E41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2649
"ref_04146","CHTH6S97","journalArticle",2016,"Tayler, William John; Zilberman, Roy","Macroprudential regulation, credit spreads and the role of monetary policy","Journal of Financial Stability",NA,"15723089",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1569868&site=ehost-live","We study the macroprudential roles of bank capital regulation and monetary policy in a borrowing cost channel model with endogenous financial frictions, driven by credit risk, bank losses and bank capital costs. These frictions induce financial accelerator mechanisms and motivate the examination of a macroprudential toolkit. Following credit shocks, countercyclical regulation is more effective than monetary policy in promoting price, financial and macroeconomic stability. For supply shocks, combining macroprudential regulation with a stronger anti-inflationary policy stance is optimal. The findings emphasize the importance of the Basel III accords in alleviating the output-inflation trade-off faced by central banks, and cast doubt on the desirability of conventional (and unconventional) Taylor rules during periods of financial distress.","2016-10",2023-02-13 13:37:03,2023-02-13 13:37:03,NA,"144-158",NA,NA,"26",NA,"Journal of Financial Stability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh","Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org","EBSCOhost",NA,NA,NA,NA,NA,"Inflation; Business Fluctuations; Cycles E32; Deflation E31; Monetary Policy E52; Price Level; Financial Markets and the Macroeconomy E44; Central Banks and Their Policies E58; Banks; Depository Institutions; Micro Finance Institutions; Mortgages G21; Financial Institutions and Services: Government Policy and Regulation G28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3993
"ref_01795","DVT6XGW5","journalArticle",2022,"Bianchi, Francesco; Faccini, Renato; Melosi, Leonardo","A Fiscal Theory of Trend Inflation",NA,NA,NA,NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=2014877&site=ehost-live","We develop a new class of general equilibrium models with partially unfunded debt to propose a fiscal theory of trend inflation. In response to business cycle shocks, the monetary authority controls inflation, and the fiscal authority stabilizes debt. However, the central bank accommodates unfunded fiscal shocks, causing persistent movements in inflation, output, and real interest rates. In an estimated quantitative model, fiscal trend inflation accounts for the bulk of inflation dynamics. As external validation, we show that the model predicts the post-pandemic increase in inflation. Unfunded fiscal shocks sustain the recovery and cause an increase in trend inflation that counteracts deflationary non-policy shocks.","2022",2023-02-13 13:35:24,2023-02-13 13:35:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh","Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org","EBSCOhost",NA,NA,NA,NA,NA,"Prices, Business Fluctuations, and Cycles: General (includes Measurement and Data) E30; Monetary Policy, Central Banking, and the Supply of Money and Credit: General E50; Fiscal Policy; Modern Monetary Theory E62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1720
"ref_05678","N97Y7M3I","journalArticle",2000,"Lowe, Philip","The Term Structure of Interest Rates, Real Activity and Inflation",NA,NA,NA,NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0723799&site=ehost-live","This paper examines, both theoretically and empirically, the relationship between the slope of the yield curve and future changes in real activity and inflation. It argues that the existence of sticky prices allows current and expected future monetary shocks to affect the slope of both the nominal and the real yield curves. Changes in real money balances brought about by monetary policy cause a strong liquidity effect at the short end of the yield curve. This results in changes in real output in the short/medium term which eventually get translated into changes in prices. The empirical results show that the spread between the 10 year Treasury bond and the 180 day bank bill predict the rate of change, over the subsequent one to two years, of a number of measures of real activity. Over both longer and shorter forecast horizons the spread has little predictive power. On the inflation front, the 10 year-180 day yield spread provides significant information about changes in inflation over the medium term (that is between one year and two and three years). Yield spreads between shorter dated securities are found to contain little information concerning future changes in inflation. This supports the view that at the shorter end of the yield curve changes in nominal rates often reflect changes in real rates.","2000",2023-02-13 13:38:07,2023-02-13 13:38:07,NA,"38-38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh","Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org","EBSCOhost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5350
"ref_03135","3N3IHVIS","journalArticle",2013,"Sun, Rongrong","Does Monetary Policy Matter in China? A Narrative Approach","China Economic Review",NA,"1043951X",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1397744&site=ehost-live","This paper applies the narrative approach to Chinese monetary policy to solve two problems of policy measurement. The first problem arises because the PBC (the Chinese central bank) applies multiple instruments and none of them alone can adequately reflect changes in its monetary policy. The second one is the classical identification problem: the causation direction of the observed interaction between central bank actions and real activity needs to be identified. The PBC's documents are used to infer the intentions behind policy movements. Three shocks are identified for the period 2000-2011 that are exogenous to real output. Estimates using these shocks and various robustness tests indicate that monetary policy has large and persistent impact on output in China.","2013-09",2023-02-13 13:36:19,2023-02-13 13:36:19,NA,"56-74",NA,NA,"26",NA,"China Economic Review",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Macroeconomics: Production E23; Monetary Policy E52; Macroeconomic Analyses of Economic Development O11; Fiscal and Monetary Policy in Development O23; Central Banks and Their Policies E58; Inflation P24; Money; Socialist Systems and Transitional Economies: National Income, Product, and Expenditure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3027
"ref_01052","LFEF5QGC","thesis",2013,"Bognanni, Mark","Essays on Empirical Macroeconomics",NA,NA,NA,NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1405244&site=ehost-live","Macroeconomic policy makers need to understand the quantitative effects of their policy instruments in order to have any hope of systematically achieving their objectives. In particular, the answers to the following questions are of a critical importance for understanding the efficacy of fiscal and monetary policy interventions: 1) how much does government spending stimulate GDP? 2) how nominally rigid are prices and do these rigidities differ across sectors of the economy? In this dissertation I use state-of-the-art macroeconometric techniques to shed new light on the answers to these fundamental, but unresolved, economic questions. Firstly, I extend the Markov-switching vector autoregressive (MS-VAR) framework to allow for the estimation of models with multiple regime-switching processes governing distinct sets of model parameters. Secondly, using my extensions of the MS-VAR framework, I estimate a model to investigate the extent to which the fiscal multiplier varies over time and what factors cause the time variation. Lastly, I estimate a Dynamic Stochastic General Equilibrium (DSGE) model that has multiple production sectors to assess the extent of heterogeneity in nominal rigidities across sectors and the role these rigidities play in the transmission of monetary policy shocks to real economic variables. Throughout the dissertation I use Bayesian methods for statistical inference, which are based on the likelihood function implied by the macroeconomic model. I find that the government spending multiplier varies over time and, contrary to other recent results in the literature, it varies countercyclically. The results of the MS-VAR estimation suggests that ""expansionary"" fiscal policy may not expand GDP at the economy most badly needs an expansionary policy intervention and, furthermore, that current DSGE models may suffer from misspecification along dimensions important for evaluating the effects of fiscal policies. With regards to assessing nominal rigidities, I find that the choice of estimation method is key in evaluating the extent of nominal rigidities in multi-sector DSGE models. Likelihood-based estimation methods estimate lower values of nominal rigidities than do moment based approaches.","2013-05",2023-02-13 13:34:55,2023-02-13 13:34:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Pennsylvania",NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Monetary Policy E52; General Aggregative Models: Neoclassical E13; Fiscal Policy E62; Model Construction and Estimation C51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320
"ref_03735","8IJHVDP3","journalArticle",2016,"D'Acunto, Francesco; Hoang, Daniel; Weber, Michael","Unconventional Fiscal Policy, Inflation Expectations, and Consumption Expenditure",NA,NA,NA,NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1569064&site=ehost-live","Unconventional fiscal policies incentivize households to accelerate consumption by generating future consumer price inflation, and offer an alternative to unconventional monetary policy (Correia et al. (2013)). We use a natural experiment to study the causal effect of unconventional fiscal policies on consumption expenditure via the inflation-expectations channel. The German administration unexpectedly announced in November 2005 a three-percentage-point increase in value-added tax (VAT) effective in 2007. This shock increased German households' inflation expectations during 2006, as well as actual inflation in 2007. Matched households in other European countries serve as counterfactuals in a difference-in-differences identification design. German households' willingness to purchase durable goods increased by 34% after the shock, compared to matched foreign households. Income or wealth effects do not appear to drive these results, and we do not find evidence of intratemporal substitution from non-durable to durable consumption.","2016",2023-02-13 13:36:45,2023-02-13 13:36:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh","Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org","EBSCOhost",NA,NA,NA,NA,NA,"Inflation; Business Fluctuations; Cycles E32; Deflation E31; Monetary Policy E52; Price Level; Expectations; Speculations D84; Macroeconomics: Consumption; Saving; Wealth E21; Consumer Economics: Empirical Analysis D12; Studies of Particular Policy Episodes E65; Intertemporal Household Choice; Life Cycle Models and Saving D15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3606
"ref_00498","VQ46C6MH","journalArticle",2019,"Karadi, Peter; Reiff, Adam","Menu Costs, Aggregate Fluctuations, and Large Shocks","American Economic Journal: Macroeconomics",NA,"19457707",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1772483&site=ehost-live","We document that the aggregate price level responds flexibly and asymmetrically to large positive and negative value-added tax changes. We present a price-setting model with menu costs, trend inflation, and fat-tailed product-level shocks that is consistent with these observations. The model predicts a flexible price-level response to standard monetary policy shocks because it anticipates a large number of firms on the verge of price adjustment and far from their optimal prices when the shock hits.","2019-07",2023-02-13 13:34:32,2023-02-13 13:34:32,NA,"111-146",NA,"3","11",NA,"American Economic Journal: Macroeconomics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Inflation; Business Fluctuations; Cycles E32; Deflation E31; Monetary Policy E52; Price Level; Fiscal Policy E62; Business Taxes and Subsidies including sales and value-added (VAT) H25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488
"ref_00659","5WYGGDNS","journalArticle",2018,"Cavalcanti, Marco A. F. H.; Vereda, Luciano; Doctors, Rebeca de B.; Lima, Felipe C.; Maynard, Lucas","The Macroeconomic Effects of Monetary Policy Shocks under Fiscal Rules Constrained by Public Debt Sustainability","Economic Modelling",NA,"02649993",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1705908&site=ehost-live","This paper studies the macroeconomic effects of monetary policy shocks when fiscal rules are constrained to ensure public debt sustainability. In such an economy, the rise in the interest rate following a monetary policy shock increases the cost of financing debt, thereby making a fiscal adjustment necessary to guarantee debt sustainability. The analysis is based on a DSGE model developed and calibrated to describe the Brazilian economy, where the effects of the interest rate on public debt service tends to be pronounced. The model incorporates a detailed public sector capable of intervening in the economy through several channels. Our simulations show that the magnitude of the reduction in GDP following a monetary policy shock varies considerably depending on the fiscal rule adopted. In particular, there is strong evidence that economic performance worsens when fiscal adjustment relies on public investment cuts.","2018-04",2023-02-13 13:34:39,2023-02-13 13:34:39,NA,"184-201",NA,"Query date: 2023-02-08 15:54:03","71",NA,"Economic Modelling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Business Fluctuations; Cycles E32; Interest Rates: Determination, Term Structure, and Effects E43; Monetary Policy E52; General Aggregative Models: Neoclassical E13; Debt Management; National Debt; Sovereign Debt H63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649
"ref_00601","GRYEL6H2","journalArticle",2016,"Yilanci, Veli; Tirasoglu, Muhammed; Ari, Ayse","Para Politikasi Soklarinin Etkisi: Asimetrik Etki Tepki Fonksiyonu Yaklasimi. (The Effects of Monetary Policy Shocks: An Evidence from Asymmetric Impulse Response Functions. With English summary.)","Ekonomik Yaklasim",NA,"13001868",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1670308&site=ehost-live","The purpose of this study is to examine whether monetary policy shocks have asymmetric effects on production, stock market, exchange rates and inflation rates over the period from 1990:01-2013:08 for Turkey. In this context, we use asymmetric impact response functions which was developed by Hatemi-J (2014) and based on Granger and Yoo (2002)'s study. According to obtained results, the positive shocks to interest rate (contractionary monetary policy) effect exchange rates positively and have no significant effect on production, inflation rates and stock prices. In the case of negative shocks (expansionary monetary policy) case; while real output increases, shocks to interest rate have negative effect on inflation rates, exchange rates and stock prices. According to empirical results, monetary policy shocks in Turkey when separated into positive and negative components, effects on real production and other macroeconomic variables are different. However, contrary to expectations, when contractionary monetary policy does not affect production, expansionary monetary policy affects to production positively.","2016",2023-02-13 13:34:36,2023-02-13 13:34:36,NA,"131-154",NA,"100","27",NA,"Ekonomik Yaklasim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Business Fluctuations; Cycles E32; Monetary Policy E52; Financial Markets and the Macroeconomy E44; Macroeconomic Analyses of Economic Development O11; Fiscal and Monetary Policy in Development O23; Corporate Finance and Governance O16; Economic Development: Financial Markets; Saving and Capital Investment; Asset Pricing; Bond Interest Rates G12; Trading Volume",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591
