record_id,label,key,item type,publication year,author,title,publication title,isbn,issn,doi,url,abstract note,date,date added,date modified,access date,pages,num pages,issue,volume,number of volumes,journal abbreviation,short title,series,series number,series text,series title,publisher,place,language,rights,type,archive,archive location,library catalog,call number,extra,notes,file attachments,link attachments,manual tags,automatic tags,editor,series editor,translator,contributor,attorney agent,book author,cast member,commenter,composer,cosponsor,counsel,interviewer,producer,recipient,reviewed author,scriptwriter,words by,guest,number,edition,running time,scale,medium,artwork size,filing date,application number,assignee,issuing authority,country,meeting name,conference name,court,references,reporter,legal status,priority numbers,programming language,version,system,code,code number,section,session,committee,history,legislative body,matches,included,exported_notes_1,asreview_ranking
10,ref_00792,AJFFBCBX,journalArticle,2016.0,"Said, Fathin Faizah; Karim, Zulkefly Abdul",Are Structural Parameters Stable in Malaysia? Pre- and Post-crisis Analysis,Jurnal Ekonomi Malaysia,,01261962,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1671453&site=ehost-live,"This research examines whether structural parameters of new Keynesian models are stable in Malaysia. We imposed the structural restrictions as in DSGE models suggested by Smets and Wouters (2003) and Wickens (2011). We then estimated whether the 2007 financial crisis changes structural parameters by using structural VAR estimation. Our parameters estimates are significant and correctly signed. This empirical finding has found that the structural parameters are not stable after the 2007 financial crisis, for employment, rate of return on loans, and policy rate. However, the effects are little on the real variables such as output, investment, consumption, and price level. In addition, an unexpected change of demand in the non-bank private sector has puzzled the rate of return on loans after the economic crisis compared with before the economic crisis. The monetary policy shocks have given a fluctuation effect on the rate of return on loans and employment after the economic crisis.",2016,2023-02-13 13:34:44,2023-02-13 13:34:44,,197-214,,2,50,,Jurnal Ekonomi Malaysia,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Monetary Policy E52; General Aggregative Models: Keynes; Keynesian; Post-Keynesian E12; Financial Markets and the Macroeconomy E44; Macroeconomic Analyses of Economic Development O11; Fiscal and Monetary Policy in Development O23; Corporate Finance and Governance O16; Economic Development: Financial Markets; Saving and Capital Investment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778,1,,11
11,ref_04168,FASUFNB5,journalArticle,2016.0,"Dias, Daniel A.; Duarte, Joao B.",The Effect of Monetary Policy on Housing Tenure Choice as an Explanation for the Price Puzzle,Available at SSRN 2803865,,,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1586867&site=ehost-live,"In this paper we provide an alternative explanation for the price puzzle (Sims 1992) based on the effect of monetary policy on housing tenure choice and the weight of the shelter component in overall CPI. In the presence of nominal or financial frictions, when interest rates increase, the real cost of owning a house increases, and this increase may make some people prefer to rent instead of buying. This change in consumption behavior increases the price of rents relative to other goods. Starting in 1983, homeownership costs are based on a measure of implied owner equivalent rent, which is calculated using observed house rents. This change implies that, directly and indirectly, prices in the rental market almost entirely command the shelter component of CPI, which weighs around 30% in the overall index. When we take these two pieces into account and use CPI net of shelter services as a measure of inflation, we obtain impulse responses of prices to a monetary contraction shock more in line with what is predicted by theory. In addition, our results also suggest that inflation is much less persistent than what is implied by analyses using a measure of inflation that includes shelter services. Our results pass a long list of robustness check exercises and compare well against other explanations of the price puzzle.",2016,2023-02-13 13:37:04,2023-02-13 13:37:04,,27-pages,,Query date: 2023-02-09 16:27:49,,,,,,,,,,,,,,eoh,Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org,EBSCOhost,,,,,,"Inflation; Deflation E31; Interest Rates: Determination, Term Structure, and Effects E43; Price Level; Urban, Rural, Regional, Real Estate, and Transportation Economics: Housing Demand R21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4011,1,,12
12,ref_03135,3N3IHVIS,journalArticle,2013.0,"Sun, Rongrong",Does Monetary Policy Matter in China? A Narrative Approach,China Economic Review,,1043951X,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1397744&site=ehost-live,This paper applies the narrative approach to Chinese monetary policy to solve two problems of policy measurement. The first problem arises because the PBC (the Chinese central bank) applies multiple instruments and none of them alone can adequately reflect changes in its monetary policy. The second one is the classical identification problem: the causation direction of the observed interaction between central bank actions and real activity needs to be identified. The PBC's documents are used to infer the intentions behind policy movements. Three shocks are identified for the period 2000-2011 that are exogenous to real output. Estimates using these shocks and various robustness tests indicate that monetary policy has large and persistent impact on output in China.,2013-09,2023-02-13 13:36:19,2023-02-13 13:36:19,,56-74,,,26,,China Economic Review,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Macroeconomics: Production E23; Monetary Policy E52; Macroeconomic Analyses of Economic Development O11; Fiscal and Monetary Policy in Development O23; Central Banks and Their Policies E58; Inflation P24; Money; Socialist Systems and Transitional Economies: National Income, Product, and Expenditure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3027,1,,13
13,ref_07147,FC8P5HKG,journalArticle,2017.0,"Li, Bing; Liu, Qing",On the choice of monetary policy rules for China: A Bayesian DSGE approach,China Economic Review,,1043-951X,10.1016/j.chieco.2017.04.004,https://www.sciencedirect.com/science/article/pii/S1043951X17300573,"Motivated by the institutional features of China's monetary policy, this paper aims at identifying the most data favored monetary policy rule for China within a dynamic stochastic general equilibrium (DSGE) model framework. In a canonical New-Keynesian DSGE model, we carry out a positive analysis by employing Bayesian methods to estimate three main categories of monetary policy rules, namely a Taylor-type interest rate rule, a money growth rule and an expanded Taylor rule with money. Based on China's quarterly data from 1996Q2 to 2015Q4, our estimation shows that the expanded Taylor rule obtains the best empirical fit to the data. Moreover, impulse responses and forecast error variance decompositions demonstrate that monetary policy rules with or without money provide very different implications for the policy behavior. Our results ultimately suggest that money has so far been more closely targeted than nominal interest rate and still plays an important role as a monetary policy target in China. Furthermore, a conventional Taylor-type interest rate rule is not good enough yet to describe China's monetary policy behavior.",2017-07-01,2023-03-16 15:34:14,2023-03-16 15:34:14,1677158209.0,166-185,,,44,,China Economic Review,On the choice of monetary policy rules for China,,,,,,,en,,,,,ScienceDirect,,,,,,Money; Interest rate; Monetary policy rule; Bayesian methods; DSGE model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6746,1,,14
14,ref_04859,9I3HMI8L,journalArticle,2014.0,Van Hoang,The role of monetary policy in the New Keynesian Model: Evidence from Vietnam,,,,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1440477&site=ehost-live,"This paper reproduces a version of the New Keynesian model developed by Ireland (2004) and then uses the Vietnamese data from January 1995 to December 2012 to estimate the model's parameters. The empirical results show that before August 2000 when the Taylor rule was adopted more firmly, the monetary policy shock made considerable contributions to the fluctuations in key macroeconomic variables such as the short-term nominal interest rate, the output gap, inflation, and especially output growth. By contrast, the loose adoption of the Taylor rule in the period of post-August 2000 leads to a fact that the contributions of the monetary policy shock to the variations in such key macroeconomic variables become less substantial. Thus, one policy implication is that adopting firmly the Taylor rule could strengthen the role of the monetary policy in driving movements in the key macroeconomic variables, for instance, enhancing economic growth and stabilizing inflation.",2014,2023-02-13 13:37:32,2023-02-13 13:37:32,,pages,,,,,,,,,,,,,,,,eoh,Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org,EBSCOhost,,,,,,Business Fluctuations; Cycles E32; General Aggregative Models: Keynes; Keynesian; Post-Keynesian E12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4643,1,,15
15,ref_11405,GYNYRTQP,report,2003.0,"Lindé, Jesper",Monetary Policy Shocks and Business Cycle Fluctuations in a Small Open Economy: Sweden 1986-2002,,,,,https://www.econstor.eu/handle/10419/82397,"This paper contains an empirical analysis of the dynamic effects of monetary policy on Swedish data within a framework consistent with the theoretical New-Keynesian type of small open economy models. Because of what appears to be time-varying seasonal patterns in the data, I argue that it is of crucial importance to use the annual inflation rate rather than the quarterly inflation rate in the empirical analysis. After a monetary policy shock, the impulse response functions for output and inflation display a hump-shaped pattern with peak effects after 1.5 - 2 years. There also seems to be considerable inertia in the real exchange rate. Sensitivity analysis suggests that the shape of the obtained impulse response functions is fairly robust with respect to the number of lags in the VAR, sample size, and the formulation of the policy rule. Also, we find evidence that foreign shocks are very important for understanding Swedish business cycles. In particular, they account for a large fraction of the lower frequency movements in output and inflation, whereas domestic shocks generate most of the high frequency movements in the data.",2003,2023-03-16 15:49:41,2023-03-16 15:49:41,1678492800.0,,,,,,,Monetary Policy Shocks and Business Cycle Fluctuations in a Small Open Economy,,,,,Sveriges Riksbank Working Paper Series,,eng,,Working Paper,,,www.econstor.eu,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,10869,1,,16
16,ref_03645,99WSRVAM,journalArticle,2014.0,"Yunanto, Muhamad; Medyawati, Henny",Monetary and Fiscal Policy Analysis: Which Is More Effective?,Journal of Indonesian Economy and Business,,20858272,,https://www.researchgate.net/profile/Henny-Medyawati/publication/311976542_MONETARY_AND_FISCAL_POLICY_ANALYSIS_WHICH_IS_MORE_EFFECTIVE/links/624e804e4f88c3119ce5b69b/MONETARY-AND-FISCAL-POLICY-ANALYSIS-WHICH-IS-MORE-EFFECTIVE.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail&_rtd=e30%3D,"Fiscal policy is an adjustment in the income and expenditure of government as stipulated in the state budget in order to achieve better economic stability and pace of development. The main objective of this study was to measure and analyze Fiscal and Monetary Policy of the Gross Domestic Product (GDP). Fiscal Policy Multiplier (FPM) and Monetary Policy Multiplier (MPM) are used to answer the debate where more effective between fiscal policy and monetary policy. Short-term models derived through error correction model (ECM), which also forms the derivative equation. A system of simultaneous equations two stage least squares (TSLS), is used to describe the sensitivity analysis (response) of shocks to the policy change of important macroeconomic indicators. The results showed that during the study period, Indonesia's monetary policy more effective than fiscal policy.",2014-09,2023-02-13 13:36:41,2023-02-13 13:36:41,,222-236,,Query date: 2023-02-07 15:13:56,29,,Journal of Indonesian Economy and Business,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Business Fluctuations; Cycles E32; Macroeconomics: Production E23; Monetary Policy E52; Fiscal Policy E62; Macroeconomic Analyses of Economic Development O11; Fiscal and Monetary Policy in Development O23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3519,1,,17
17,ref_01052,LFEF5QGC,thesis,2013.0,"Bognanni, Mark",Essays on Empirical Macroeconomics,,,,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1405244&site=ehost-live,"Macroeconomic policy makers need to understand the quantitative effects of their policy instruments in order to have any hope of systematically achieving their objectives. In particular, the answers to the following questions are of a critical importance for understanding the efficacy of fiscal and monetary policy interventions: 1) how much does government spending stimulate GDP? 2) how nominally rigid are prices and do these rigidities differ across sectors of the economy? In this dissertation I use state-of-the-art macroeconometric techniques to shed new light on the answers to these fundamental, but unresolved, economic questions. Firstly, I extend the Markov-switching vector autoregressive (MS-VAR) framework to allow for the estimation of models with multiple regime-switching processes governing distinct sets of model parameters. Secondly, using my extensions of the MS-VAR framework, I estimate a model to investigate the extent to which the fiscal multiplier varies over time and what factors cause the time variation. Lastly, I estimate a Dynamic Stochastic General Equilibrium (DSGE) model that has multiple production sectors to assess the extent of heterogeneity in nominal rigidities across sectors and the role these rigidities play in the transmission of monetary policy shocks to real economic variables. Throughout the dissertation I use Bayesian methods for statistical inference, which are based on the likelihood function implied by the macroeconomic model. I find that the government spending multiplier varies over time and, contrary to other recent results in the literature, it varies countercyclically. The results of the MS-VAR estimation suggests that ""expansionary"" fiscal policy may not expand GDP at the economy most badly needs an expansionary policy intervention and, furthermore, that current DSGE models may suffer from misspecification along dimensions important for evaluating the effects of fiscal policies. With regards to assessing nominal rigidities, I find that the choice of estimation method is key in evaluating the extent of nominal rigidities in multi-sector DSGE models. Likelihood-based estimation methods estimate lower values of nominal rigidities than do moment based approaches.",2013-05,2023-02-13 13:34:55,2023-02-13 13:34:55,,,,,,,,,,,,,University of Pennsylvania,,,,,eoh,,EBSCOhost,,,,,,Monetary Policy E52; General Aggregative Models: Neoclassical E13; Fiscal Policy E62; Model Construction and Estimation C51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,1,,18
18,ref_02261,DPI9IY5H,journalArticle,2016.0,"Benchimol, Jonathan",Money and Monetary Policy in Israel during the Last Decade,Journal of Policy Modeling,,01618938,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1561920&site=ehost-live,"This study examines how money and monetary policy have influenced output and inflation during the past decade in Israel by comparing two New Keynesian DSGE models. One is a baseline separable model (Gali, 2008) and the other assumes non-separable household preferences between consumption and money (Benchimol & Fourcans, 2012). We test both models by using rolling window Bayesian estimations over the last decade (2001-2013). The results of the presented dynamic analysis show that the sensitivity of output with respect to money shocks increased during the Dot-com, Intifada, and Subprime crises. The role of monetary policy increased during these crises, especially with regard to inflation, even though the effectiveness of conventional monetary policy decreased during the Subprime crisis. In addition, the non-separable model including money provides lower forecast errors than the baseline separable model without money, while the influence of money on output fluctuations can be seen as a good predictive indicator of bank and debt risks. By impacting and monitoring households' money holdings, policy makers could improve their forecasts and crisis management through models considering monetary aggregates.",2016-01,2023-02-13 13:35:43,2023-02-13 13:35:43,,103-124,,1,38,,Journal of Policy Modeling,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Inflation; Deflation E31; Macroeconomics: Production E23; Monetary Policy E52; Price Level; General Aggregative Models: Keynes; Keynesian; Post-Keynesian E12; Household Saving; Personal Finance D14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2177,1,,19
19,ref_09595,VYE2CU4S,journalArticle,1998.0,"Viñals, José",Monetary Policy and Inflation: From Theory to Practice,CEPR Discussion Papers,,,,https://ideas.repec.org//p/cpr/ceprdp/1821.html,This paper addresses a number of questions which are essential to a proper understanding of the causes and effects of the inflationary process and to an assessment of the contribution of monetary policy to the achievement of long-term price stability. These questions are: (1) what are the economic costs of inflation? (2) what part does monetary policy play in the short- and medium-term evolution of inflation? (3) what are the most appropriate monetary policy strategies for fighting inflation?,1998-03,2023-03-16 15:44:02,2023-03-16 15:44:02,1678314394.0,,,,,,,Monetary Policy and Inflation,,,,,,,en,,,,,ideas.repec.org,,,,,,Monetary Policy; Inflation; strategy; costs of inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9131,1,,20
20,ref_03032,6XWJPXL8,journalArticle,2006.0,"Berument, Hakan; Ceylan, Nildag Basak; Yucel, Eray M.",The Differential Sectoral Effects of Policy Shocks: Evidence from Turkey,Yapi Kredi Economic Review,,10191232,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0919908&site=ehost-live,"This study is an assessment of the different ways in which various shocks affect the industrial sectors of an economy. Specifically, we examine how production in various industrial sectors are affected by interest rates, as well as exchange rates, money aggregates, aggregated industrial production, and overall price level innovations in the Turkish economy. Our analysis reveals that positive money aggregates and interest rate innovations generate their effects with the expected positive and negative signs, respectively, wherever they are statistically significant. However, the nominal exchange rate has significant effects in more cases than money and interest rates have, most of which are negative. Overall industrial production has significantly positive but short-lived effects on individual sectors, while the positive self-responses of the sectors last for an average of five months. An increase in the general price level has significantly positive effects on sectoral industrial production indices in one-third of the examined cases.",2006-12,2023-02-13 13:36:15,2023-02-13 13:36:15,,75-100,,2,17,,Yapi Kredi Economic Review,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Inflation; Deflation E31; Foreign Exchange F31; Interest Rates: Determination, Term Structure, and Effects E43; Macroeconomics: Production E23; Monetary Policy E52; Price Level; Macroeconomic Analyses of Economic Development O11; Industrial Organization and Macroeconomics: Industrial Structure and Structural Change; Industrial Price Indices L16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2928,1,,21
21,ref_04459,7IKYZTFB,journalArticle,1995.0,"Boschen, John F.; Mills, Leonard O.",Tests of Long-Run Neutrality Using Permanent Monetary and Real Shocks,Journal of Monetary Economics,,03043932,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0354560&site=ehost-live,"The authors present tests of long-run monetary neutrality using an empirical framework that allows for the effects of real shocks on the long-run behavior of both output and monetary aggregates. Their findings support long-run monetary neutrality as a feature of the post-World War II U.S. economy. The authors further find that permanent innovations in labor supply, as measured by working-age population, are a principal factor in the long-run movements in U.S. output and monetary aggregates.",1995-02,2023-02-13 13:37:15,2023-02-13 13:37:15,,25-44,,1,35,,Journal of Monetary Economics,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Business Fluctuations; Cycles E32; Monetary Policy E52; Prices, Business Fluctuations, and Cycles: Forecasting and Simulation: Models and Applications E37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4284,1,,22
22,ref_00648,2L925XHC,journalArticle,2022.0,"Jacobson, Margaret M.; Matthes, Christian; Walker, Todd B.",Inflation Measured Every Day Keeps Adverse Responses Away: Temporal Aggregation and Monetary Policy Transmission,,,,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=2014047&site=ehost-live,"Using daily inflation data from the Billion Prices Project [Cavallo and Rigobon (2016)], we show how temporal aggregation biases estimates of monetary policy transmission. We argue that the information mismatch between private agents and the econometrician--the source of temporal aggregation bias--is equally important as the more studied mismatch between private agents and the central bank (the ""Fed information effect""). We find that the adverse response of daily inflation to high-frequency monetary policy shocks is short-lived, if present at all, in impulse responses from both local projections and an unobserved components model of inflation dynamics. To reconcile how one can obtain a sizable adverse response with monthly or quarterly data when only a limited adverse response exists at a higher frequency, we appeal to a simple monetary policy model and show how temporal aggregation bias can exacerbate initial impulse response functions. Because our modeling results are generic and macroeconomic indicators are published with a lag, we argue that temporal aggregation bias will be a key feature of the nascent field of high-frequency macroeconomics.",2022,2023-02-13 13:34:38,2023-02-13 13:34:38,,48-p.,,,,,,,,,,,,,,,,eoh,Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org,EBSCOhost,,,,,,Inflation; Deflation E31; Monetary Policy E52; Price Level; Macroeconomics and Monetary Economics: General E00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,1,,23
23,ref_11181,7UQPIHMA,journalArticle,2021.0,"Cepni, Oguzhan; Gupta, Rangan",Time-varying impact of monetary policy shocks on US stock returns: The role of investor sentiment,The North American Journal of Economics and Finance,,1062-9408,10.1016/j.najef.2021.101550,https://www.sciencedirect.com/science/article/pii/S1062940821001601,"This paper investigates how monetary policy shock affects the stock market of the United States (US) conditional on states of investor sentiment. In this regard, we use a recently developed estimator that uses high-frequency surprises as a proxy for the structural monetary policy shocks, which in turn is achieved by integrating the current short-term rate surprises, which are least affected by an information effect, into a vector autoregressive (VAR) model as an exogenous variable. When allowing for time-varying model parameters, we find that, compared to the low investor sentiment regime, the negative reaction of stock returns to contractionary monetary policy shocks is stronger in the state associated with relatively higher investor sentiment. Our results are robust to alternative sample period (which excludes the zero lower bound) and model specification and also have important implications for academicians, investors, and policymakers.",2021-11-01,2023-03-16 15:49:11,2023-03-16 15:49:11,1678528068.0,101550,,,58,,The North American Journal of Economics and Finance,Time-varying impact of monetary policy shocks on US stock returns,,,,,,,en,,,,,ScienceDirect,,,,,,Investor sentiment; Monetary policy surprises; External instruments; Time-varying parameter VAR model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10650,1,,24
