"label","id","record_id","key","author","title","publication year","publication title","issue","volume","item type","abstract note","doi","url","bibtexkey","most_recent_version_available","not_available","retracted","duplicate","pdf_source","access_date","personal_id","master_bachelor_thesis","notes_pdf_download","matches"
"ref_2489","25",10095,"KWHYN24C","Pedemonte, Mathieu","Juan Herren˜ o UC San Diego",NA,NA,NA,NA,"journalArticle","We estimate the differential regional effects of monetary policy shocks by exploiting geographical heterogeneity in income across metropolitan areas in the United States. We ﬁnd that prices and employment in poorer areas react by more to monetary policy shocks. The results for prices hold for headline CPI and a wide range of narrower consumer expenditure categories within the CPI. The results are consistent with New Keynesian models that allow for a different share of hand-to-mouth consumers across regions or different elasticities of intertemporal substitution, but not with models in which regions have different slopes of the Phillips curve or different elasticities of labor supply. An increase in heterogeneity across metropolitan areas ampliﬁes the effect of monetary policy on prices and employment.",NA,NA,"Pedemonte_NA_juan",NA,NA,NA,NA,NA,NA,NA,NA,NA,2466
"ref_2490","25",8888,"DG99HWJN","Cioran, Zîna","Monetary Policy, Inflation and the Causal Relation between the Inflation Rate and Some of the Macroeconomic Variables",2014,"Procedia Economics and Finance",NA,"16","journalArticle","Both monetary policy and inflation are issues of great interest and importance, thus studying them and their impact on the evolution of the macroeconomic variables is a constant concern for our society. The purpose of this article is focused on identifying the existing connections between the inflation rate and some important macroeconomic indicators and also on the dynamics of inflation at a national and European level. The main objective of this study is to reveal the causal relation between the inflation rate and the interest rate of the monetary policy and also between the inflation rate and the unemployment rate, using regression methods.","10.1016/S2212-5671(14)00818-1","https://www.sciencedirect.com/science/article/pii/S2212567114008181","Cioran_2014_monetary",NA,NA,NA,NA,NA,NA,NA,NA,NA,2467
"ref_2491","25",1112,"4DGWCGU4","Boivin, Jean; Giannoni, Marc","Has monetary policy become less powerful?",2002,"FRB of New York Staff Report","Query date: 2023-02-07 15:04:26",NA,"journalArticle","Recent vector autoregression (VAR) studies have shown that monetary policy shocks have had a reduced effect on the economy since the beginning of the 1980s. This paper investigates the causes of this change. First, we estimate an identified VAR over the pre- and post-1980 periods, and corroborate the existing results suggesting a stronger systematic response of monetary policy to the economy in the later period. Second, we present and estimate a fully specified model that replicates well the dynamic response of output, inflation, and the federal funds rate to monetary policy shocks in both periods. Using the estimated structural model, we perform counterfactual experiments to quantify the relative importance of changes in monetary policy and changes in the private sector in explaining the reduced effect of monetary policy shocks. The main finding is that changes in the systematic elements of monetary policy are consistent with a more stabilizing monetary policy in the post-1980 period and largely account for the reduced effect of unexpected exogenous interest rate shocks. Consequently, there is little evidence that monetary policy has become less powerful.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0890804&site=ehost-live","Boivin_2002_has",NA,NA,NA,NA,NA,NA,NA,NA,NA,2468
"ref_2492","25",10627,"FJ36U6PJ","Haug, Alfred A.; Jędrzejowicz, Tomasz; Sznajderska, Anna","Monetary and fiscal policy transmission in Poland",2019,"Economic Modelling",NA,"79","journalArticle","This paper combines a fiscal structural vector-autoregression (SVAR) with a monetary SVAR for the Polish transition economy. Data are constructed from scratch in order to account for features of the transition economy and for delays in implementing legislated government spending and tax changes (fiscal foresight). For monetary policy, we find no price puzzles in the combined SVAR. Also, fiscal foresight variables have no statistically significant effects. We calculate an initial government spending multiplier of 0.70, which later peaks at 1.61 for the cumulative multiplier. This multiplier is much larger than multipliers estimated in previous studies not combining fiscal and monetary policy, where they were found to be close to zero. On the other hand, the tax multiplier is generally near zero in our study. We demonstrate the importance of combining fiscal and monetary transmission mechanisms when assessing the effects of government macroeconomic policies.","10.1016/j.econmod.2018.09.031","https://www.sciencedirect.com/science/article/pii/S0264999318301998","Haug_2019_monetary",NA,NA,NA,NA,NA,NA,NA,NA,NA,2469
"ref_2493","25",893,"LD9KRT64","Pasten, Ernesto; Schoenle, Raphael; Weber, Michael","The Propagation of Monetary Policy Shocks in a Heterogeneous Production Economy",2018,"University of Chicago, Becker …","Query date: 2023-02-07 15:04:26",NA,"journalArticle","We study the transmission of monetary policy shocks in a model in which realistic heterogeneity in price rigidity interacts with heterogeneity in sectoral size and input-output linkages, and derive conditions under which these heterogeneities generate large real effects. Empirically, heterogeneity in the frequency of price adjustment is the most important driver behind large real effects, whereas heterogeneity in input-output linkages contributes only marginally, with differences in consumption shares in between. Heterogeneity in price rigidity further is key in determining which sectors are the most important contributors to the transmission of monetary shocks, and is necessary but not sufficient to generate realistic output correlations. In the model and data, reducing the number of sectors decreases monetary non-neutrality with a similar impact response of inflation. Hence, the initial response of inflation to monetary shocks is not sufficient to discriminate across models and for the real effects of nominal shocks.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1746515&site=ehost-live","Pasten_2018_the",NA,NA,NA,NA,NA,NA,NA,NA,NA,2470
"ref_2494","25",845,"KM457JEN","Donayre, Luiggi","Do Monetary Policy Shocks Generate TAR or STAR Dynamics in Output?",2015,"Studies in Nonlinear Dynamics and Econometrics","2","19","journalArticle","This paper studies whether the relationship between monetary policy shocks of different size and output is better described by threshold autoregressive (TAR) or smooth transition autoregressive (STAR) dynamics. Using a Bayesian framework, a TAR process and a STAR process are formally compared within an unobserved components model of output, augmented with a monetary policy variable. The Bayesian model comparison favors the notion that the dynamics are nonlinear and better described by a smooth transition between regimes, which suggests that aggregation plays a role in the dynamics between monetary policy and output. This evidence is further supported by the results of a model that uses output data at the sectoral level: when more disaggregated data are employed, the transition between regimes is more abrupt. Moreover, the results show that, when the transition between regimes is smooth, large monetary policy shocks identified as the residuals of a VAR are neutral, consistent with the implications of menu-costs models.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1650450&site=ehost-live","Donayre_2015_do",NA,NA,NA,NA,NA,NA,NA,NA,NA,2471
"ref_2495","25",7027,"C2KISR3Z","Okoh, John; Onuwa; Otene; Otene, Samson","Monetary Policy and Economic Growth in Nigeria: An Empirical Analysis",2022,NA,NA,"11","journalArticle","This paper examined the impact of monetary policy on economic growth in Nigeria. The Vector Auto-regression Technique (VAR) was used to analyse data between 1980-2017. The result of this paper shows that monetary policy represented by money supply (M2) has a positive impact on economic growth proxy with RGDP. Monetary policy variables-interest rate, money supply, exchange rate and liquidity ratio all had a negative and non significant relationship with inflation. This paper however recommends that the gap between monetary policy formulation and implementation should be bridged so as to ensure the attainment of the set goals, there should be coordination between fiscal and monetary policy measures and that the formal and informal credit sector of the economy so as to prevent counter effect to the monetary policy.","10.9790/5933-1104013248",NA,"Okoh_2022_monetary",NA,NA,NA,NA,NA,NA,NA,NA,NA,2472
"ref_2496","25",10537,"FEMJSRUE","Nyiputen, Ishaku Rimamtanung; Abijia, Osang Paul; Ene, Ene Edet","Nigeria Monetary Policy Rate (MPR) and Monetary Policy Committee (MPC): Who is Fooling Who?",2021,"Asian Journal of Economics, Finance and Management",NA,NA,"journalArticle","This study empirically examined the impact of monetary policy rate (MPR) on some selected macroeconomic variables such as real gross domestic product (RGDP), inflation proxy by consumer price index (CPI) and exchange rate (EXR) in Nigeria using quarterly data spanning from 2008Q1 to 2019Q4. The preliminary test result for both Augmented Dickey Fuller (ADF) and Philip perron (PP) revealed that the data are all stationary after first difference. The study employed Autoregressive Distributed lag (ARDL) model and Toda-Yamamoto granger causality. The ARDL used to test whether there is a long run relationship between the variables under study while Toda-Yamamoto granger causality used to examine the impact of MPR on the selected macroeconomic variables in Nigeria. The result of the finding shows that there is long run relationship between MPR and RGDP, CPI and EXR. but the impact of MPR on macroeconomic variables is more in the long run than in the short run; the result of Toda-Yamamoto causality indicates that MPR have little or no significant impact on the macroeconomic variables in Nigeria. The result shows that monetary policy shows the moderate impact on the selected macroeconomic variables in Nigeria. This means that if MPC plays their role of proper implementation of MPR, MPR would have a higher impact on the selected variables in the study. So if MPR did not achieve the desired goal it’s implied that MPC is fooling MPR. The study recommends that Government should make sure that the monetary policy rate which is the beach-mark rate should strictly be implemented to achieve, the macroeconomic objective of price stability, stable exchange rate, stable economic growth, full employment, and balance of payment equilibrium.",NA,"https://www.globalpresshub.com/index.php/AJEFM/article/view/1005","Nyiputen_2021_nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,2473
"ref_2497","25",8766,"YWMKPFX9","Chang, Dongkoo","MONETARY POLICY TOWARDS INCLUSIVE GROWTH: THE CASE OF KOREA",NA,NA,NA,NA,"journalArticle","This paper investigates the impact of interest rate policy on employment using Korean data (1982.1/4~2012.4/4). Based on the analyses of impulse response functions, it was found that interest rate policy has a bigger impact on the cyclical component of employment than on total employment. The shrinking effect of employment by a hike in interest rate is estimated to be larger in contrast to the expanding effect of employment as a result of declining interest rate. Interestingly, most of the effect of interest rate on employment is realized through wage workers and manufacturing sector employment rather than non-wage workers or service sector employment. In this regard, in order to expand total employment and keep it at a desire level, to enable inclusive growth, it is essential to reduce the volatility of the policy rate and maintain interest rate at a long-term neutral level for a prolonged period and to reduce exchange rate volatility created by changes in interest rate. In particular, it is necessary to ensure that exchange rate does not appreciate too much, so as to avoid over-shooting of the exchange rate in order to reduce the volatility of manufacturing sector employment when interest rates are on the rise.",NA,NA,"Chang_NA_monetary",NA,NA,NA,NA,NA,NA,NA,NA,NA,2474
"ref_2498","25",9645,"4YXXBL2U","Disyatat, Piti; Vongsinsirikul, Pinnarat","Monetary policy and the transmission mechanism in Thailand",2003,"Journal of Asian Economics","3","14","journalArticle","This paper studies the monetary transmission mechanism in Thailand. It examines the degree of pass-through from money market rates to retail rates, attempts to quantify the lags associated with monetary policy shocks, and investigates the channels through which these shocks are propagated. The empirical results point to a transmission mechanism in which investment is particularly sensitive to monetary shocks and banks act as an important conduit for monetary policy to real activity. They also suggest, however, that problems in the corporate and banking sectors may have undermined the monetary transmission mechanism over the last few years.","10.1016/S1049-0078(03)00034-4","https://www.sciencedirect.com/science/article/pii/S1049007803000344","Disyatat_2003_monetary",NA,NA,NA,NA,NA,NA,NA,NA,NA,2475
"ref_2499","25",323,"PUUQRNGB","Assemien, Alexandre; Esso, Loesse J.; Kanga, Kouame D.","Can Monetary Policy Influence Employment? The Case of West African States",2019,"Revue d'Economie Politique","Query date: 2023-02-08 15:54:03","129","journalArticle","This paper aims at analysing the impact of monetary policy shock on employment in the West African Economic and Monetary Union. We first propose a DSGE model to understand the link between monetary policy and employment. The model incorporates labour market frictions. We find that the effect of monetary policy on employment depends on the labour market characteristics namely the job destruction rate and the bargaining power of firms (or workers). We show that an expansionary monetary policy shock increases employment, stock of capital (investment) and job finding probability. To verify the theoretical results, we estimate a structural panel VAR and find that an expansionary monetary policy shock increases employment as well as stock of capital and households consumption. Moreover, using another structural panel VAR which allows cross-sectional heterogeneity of the response dynamics, we highlight heterogeneous responses of employment and macroeconomic variables to a monetary shock.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1899904&site=ehost-live","Assemien_2019_can",NA,NA,NA,NA,NA,NA,NA,NA,NA,2476
"ref_2500","25",10022,"E8V7R3E7","Carlino, Gerald; DeFina, Robert","The Differential Regional Effects of Monetary Policy",1998,"The Review of Economics and Statistics","4","80","journalArticle","This paper examines whether monetary policy has similar effects across regions in the United States. Impulse response functions from an estimated structural vector autoregression reveal a core of regions—New England, Mideast, Plains, Southeast, and the Far West— that respond to monetary policy changes in ways that closely approximate the U.S. average response. Of the three noncore regions, one (Great Lakes) is noticeably more sensitive to monetary policy changes, and two (Southwest and Rocky Mountains) are found to be much less sensitive. A state-level version of the model is estimated and used to provide evidence on the channels for monetary policy.","10.1162/003465398557843","https://doi.org/10.1162/003465398557843","Carlino_1998_the",NA,NA,NA,NA,NA,NA,NA,NA,NA,2477
"ref_2501","26",1038,"WZAQPE9H","Eickmeier, Sandra; Lemke, Wolfgang; Marcellino, Massimiliano","Classical time-varying FAVAR models--Estimation, forecasting and structural analysis",2011,"Forecasting and Structural …","Query date: 2023-02-09 16:27:49",NA,"journalArticle","We propose a classical approach to estimate factor-augmented vector autoregressive (FAVAR) models with time variation in the factor loadings, in the factor dynamics, and in the variance-covariance matrix of innovations. When the time-varying FAVAR is estimated using a large quarterly dataset of US variables from 1972 to 2007, the results indicate some changes in the factor dynamics, and more marked variation in the factors' shock volatility and their loading parameters. Forecasts from the time-varying FAVAR are more accurate than those from a constant parameter FAVAR for most variables and horizons when computed in-sample, and for some variables in pseudo real time, mostly financial and credit variables. Finally, we use the time-varying FAVAR to assess how monetary transmission to the economy has changed. We find substantial time variation in the volatility of monetary policy shocks, and we observe that the reaction of GDP, the GDP deflator, inflation expectations and long-term interest rates to a same-sized monetary policy shock has decreased since the early-1980s.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1234681&site=ehost-live","Eickmeier_2011_classical",NA,NA,NA,NA,NA,NA,NA,NA,NA,2478
"ref_2502","26",2537,"AFV2WRLB","Anagnostou, Ageliki; Papadamou, Stephanos","Regional Asymmetries in Monetary Policy Transmission: The Case of the Greek Regions",2016,"Environment and Planning C: Government and Policy","Query date: 2023-02-07 15:13:56","34","journalArticle","Monetary policy is unlikely to have a uniform impact on the real economic activity across regions with different industrial structures. This study measures the heterogeneous effects of monetary policy on regional and sectoral output of the 13 regions in Greece over the period 1980 to 2009. By using an unrestricted vector autoregressive model and the impulse response analysis, our results show that an interest rate shock affects the economic activity across regions differently. Furthermore in our investigation, we use a panel vector autoregressive model so as to investigate the dynamic variation of the impact of interest rates controlling also for time and cross regions fixed effects associated with specific time invariant regions' characteristics as well as with time variant characteristics attributed to the integration process of these regions. Finally, in identifying the channel of monetary policy transmission in the Greek regions, we investigate the role of Greek regional industrial structures in explaining these variations.","10.1177/0263774X15614679","https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1622184&site=ehost-live","Anagnostou_2016_regional",NA,NA,NA,NA,NA,NA,NA,NA,NA,2479
"ref_2503","26",7387,"T6A78U6B","Said, Radwa","A Monetary Union for the GCC",2018,"Journal of Economics",NA,"Vol. 6","journalArticle","In this paper, we examine the impact of monetary policy in the GCC on major macroeconomic outcomes as well as dependence of monetary policy within the GCC. We then employ Structural Vector Autoregression methodology to capture dynamics as well as estimate both short and long-run impact of monetary policy shocks within the GCC. We extend this analysis by having a closer look into monetary policy dependence between two largest GCC economies: United Arab Emirates and Saudi Arabia. The results of our Structural Vector Autoregression estimates imply that monetary policy plays a key role and impacts GDP per capita and investments both in the short and long-run. Nevertheless, the impact of monetary policy on each other‟s economyis somewhat limited.","10.15640/jeds.v6n4a6",NA,"Said_2018_a",NA,NA,NA,NA,NA,NA,NA,NA,NA,2480
"ref_2504","26",7000,"FUTAIKUM","Monamodi, Nkosinathi Emmanuel; Choga, Ireen","The impact of fiscal and monetary policy on economic growth in Southern African Custom Union: a panel ARDL approach",2022,"International Journal of Economic Policy in Emerging Economies","1","15","journalArticle","This study investigates the impact of fiscal and monetary policy on economic growth in (SACU) economies between 1980 and 2017. Panel auto regression distributed lags (PARDLs) estimation technique and Pooled mean group (PMG) estimator were utilised in this study. The results indicate that these policies influence economic growth significantly across SACU economics in the long run. However, fiscal policy is only significant if government expenditure is used as the functional policy instrument rather than government revenue. The short run effects of these macroeconomic policies are mixed. Granger causality results indicate that the direction of cointegration is from government, real interest rate, inflation and official exchange rate to economic growth.","10.1504/IJEPEE.2022.120059","https://www.inderscienceonline.com/doi/abs/10.1504/IJEPEE.2022.120059","Monamodi_2022_the",NA,NA,NA,NA,NA,NA,NA,NA,NA,2481
"ref_2505","26",1157,"E8W5G766","Gubler, Matthias; Hertweck, Matthias S.","Commodity Price Shocks and the Business Cycle: Structural Evidence for the U.S.",2013,"Journal of International Money and Finance",NA,"37","journalArticle","This paper evaluates the relative importance of commodity price shocks in the U.S. business cycle. Therefore, we extend the standard set of business cycle shocks to include unexpected changes in commodity prices. The resulting SVAR shows that commodity price shocks are a very important driving force of macroeconomic fluctuations--second only to investment-specific technology shocks--particularly with respect to inflation. Neutral technology shocks and monetary policy shocks, on the other hand, seem less relevant at business cycle frequencies. Neutral technology shocks rather play an important role at low frequencies.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1367369&site=ehost-live","Gubler_2013_commodity",NA,NA,NA,NA,NA,NA,NA,NA,NA,2482
"ref_2506","26",8591,"H2LBMX68","Serju, Prudence","Monetary Policy and the Jamaican Economy: A Sectoral Analysis",NA,NA,NA,NA,"journalArticle","This paper analyses the response of the real sector to monetary policy shocks. The results from a structural VAR model indicate that monetary policy innovations trigger a cumulative decline in the value added of the economy. With the exception of mining, all the goods producing sectors are affected negatively by monetary tightening. The manufacturing sector experiences the largest and quickest decline in response to an interest rate shock, while financial sector appears vulnerable to such increases in the short term. There is little evidence that the credit channel plays any significant role in the transmission of monetary policy to the real sector in Jamaica.",NA,NA,"Serju_NA_monetary",NA,NA,NA,NA,NA,NA,NA,NA,NA,2483
"ref_2507","26",1031,"GLP93RMD","Rangel, Jose Gonzalo","Stock Market Volatility and Price Discovery: Three Essays on the Effect of Macroeconomic Information",2006,NA,NA,NA,"thesis","This dissertation investigates the link between macroeconomic fundamentals and the stock market by analyzing how macroeconomic information is reflected in the price formation process, and to what extent this information explains short and long term patterns of market volatility. Short term responses are analyzed by studying the mechanisms through which macroeconomic surprises affect fundamental stock prices in a context of both symmetric and asymmetric information. This information structure is related to the degree of homogeneity in the interpretation of a public announcement. Homogeneous assessments relate macro surprises with jumps. Heterogeneous ones introduce an additional order flow component. Long term effects are analyzed by investigating the macroeconomic determinants of unconditional volatility. This is accomplished by modeling equity volatilities as a combination of macroeconomic effects and time series dynamics. The resulting framework allows the high frequency financial data to be linked with the low frequency macro data. Macroeconomic Announcements, Price Discovery, and Order Flow Effects in the Stock Market: Evidence from Incomplete Data (Job Market Paper). This paper investigates heterogeneity in the market assessment of public macroeconomic announcements by exploring (jointly) two main mechanisms through which macroeconomic news might enter stock prices: Instantaneous fundamental news impacts consistent with the asset pricing view of symmetric information, and permanent order flow effects consistent with a microstructure view of asymmetric information related to heterogeneous interpretation of public news. Theoretical motivation and empirical evidence for the operation of both mechanisms are presented. Significant instantaneous news impacts are detected for news related to real activity (including employment), investment, inflation, and monetary policy; however, it is also found significant order flow effects on employment announcement days. A multi-market analysis suggests that these asymmetric information effects come from uncertainty about long term interest rates due to heterogeneous assessments of future Fed's responses to employment shocks. The Spline GARCH Model for Unconditional Volatility and its Global Macroeconomic Causes (Coauthored with Robert F. Engle). In this paper, we propose modeling equity volatilities as a combination of macroeconomic effects and time series dynamics. High frequency return volatility is specified to be the product of a slow moving deterministic component, represented by an exponential spline, and a unit GARCH. This deterministic component is the unconditional volatility, which is then estimated for nearly 50 countries over various sample periods of daily data. Macroeconomic determinants of unconditional volatility are investigated. It is found that volatility in macroeconomic factors such as GDP growth, inflation and short term interest rate are important explanatory variables that increase volatility. There is evidence that high inflation and slow growth of output are also positive determinants. Volatility is higher for emerging markets and for markets with small number of listings and market capitalization, but also for large economies. The model allows long horizon forecasts of volatility to depend on macroeconomic developments, and allows forecasts of the volatility to be expected in a newly opened market. News, Announcements and Stock Market Volatility Dynamics. This paper examines announcement and news effects on stock market volatility in the context of public disclosure of information regarding fundamental macroeconomic variables, monetary policy decisions, and earnings. The return distribution is parametrized using a jump Poisson-Gaussian model with time varying arrival intensity, and a GARCH model. Information surprises and announcements affect conditional volatility through a non-linear channel described by the jump intensity. We find that the day of the announcement, per se, has little impact on jump intensities. However, one exception is the day of employment releases where the jump intensity is significantly large. In contrast, when the surprise component of the announcement is incorporated in the model, inflation shocks show persistent effects and monetary policy shocks show short-lived effects. The jump model provides evidence of heterogeneous volatility persistence and asymmetric effects between positive and negative shocks from different types of news releases.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0940986&site=ehost-live","Rangel_2006_stock",NA,NA,NA,NA,NA,NA,NA,NA,NA,2484
"ref_2508","26",4085,"5IFJFLAV","Curdia, Vasco Rafael Da Silva","Essays in Open Economy Macroeconomics",2007,NA,NA,NA,"thesis","The first essay proposes a model to investigate the effects of monetary policy in an emerging market economy that experiences a sudden stop of capital inflows. I show that the higher the elasticity of foreign demand, the lower the contraction in output--leading, at the extreme, to the possibility of an expansion. Interest rate rules reacting to inflation and output stabilize the output more than a fixed exchange rate regime. Low credibility and the risk of loose policy imply increased trade-offs, stronger contraction of the economy, and higher interest rates. The second essay builds on the framework presented in the first essay to consider how monetary policy should react to a sudden stop of capital inflows. Optimal monetary policy boosts export revenues through the depreciation of the domestic currency in order to minimize the impact on the domestic economy but a hike in interest rates and a recession cannot be avoided. For the relevant parameterizations, optimal policy is fairly well approximated by a flexible targeting rule, in which a combination of domestic prices, exchange rate and output is stabilized. Strict exchange rate targeting achieves low welfare levels relative to other simple rules based on inflation and output in which the exchange rate is taken into account but not fully fixed. The third essay, coauthored with Daria Finocchiaro, estimates a small open economy model for Sweden. We account for a regime change in monetary policy, from an exchange rate target zone to flexible exchange rates and inflation targeting. Results suggest that monetary policy reacted primarily to exchange rate deviations from central parity under the target zone, but inflation and output were not neglected. In the inflation targeting regime the interest rate reacted mainly to inflation. Expectations of realignment and risk premium volatility were the main sources of volatility in the target zone period. In the inflation targeting period, monetary shocks were important in the short run but in the long run labor supply and preference shocks are relatively more important. Shocks to foreign variables were more destabilizing in the target zone period than in the inflation targeting regime.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0940830&site=ehost-live","Curdia_2007_essays",NA,NA,NA,NA,NA,NA,NA,NA,NA,2485
"ref_2509","26",7523,"4X2US5QY","Caldara, Dario; Herbst, Edward","Monetary Policy, Credit Spreads, and Business Cycle Fluctuations",NA,NA,NA,NA,"journalArticle","This paper provides new evidence on the transmission of monetary policy shocks to the real economy and to credit markets. The identiﬁcation of monetary policy shock is based on a high-frequency event study analysis. Two key results emerge from the analysis for the Great Moderation period. First, monetary policy shocks were a key driver of business and credit market conditions, explaining 35% of the forecast error of industrial production and 50% of the excess bond premium. Second, monetary policy shocks explain all movement in the excess bond premium correlated with real activity leaving no role for exogenous disruptions in credit intermediation. Finally, we extend our analysis to include the Great Recession and to examine the role of unconventional monetary policy.",NA,NA,"Caldara_NA_monetary",NA,NA,NA,NA,NA,NA,NA,NA,NA,2486
"ref_2510","26",8584,"GGPAA8QC","Salachas, Evangelos N.; Laopodis, Nikiforos T.; Kouretas, Georgios P.","The bank-lending channel and monetary policy during pre- and post-2007 crisis",2017,"Journal of International Financial Markets, Institutions and Money",NA,"47","journalArticle","In this paper, we assess the influence of monetary policy on the bank-lending channel in both pre- and post-2007 financial crisis periods. In constructing the monetary policy instrument, we used both conventional and unconventional measures, the latter being the asset purchases ratio in the central banks’ balance sheets. In the pre-crisis sub-period, the bank- lending channel operated effectively in response to changes in central banks’ rates. In the post-crisis sub-period, however, this traditional mechanism was distorted. The effect of unconventional measures on the banks’ behavior, however, was statistically significant. Our results suggest that an increase in asset purchases by central banks reduced the financial institutions’ balance sheet dependence to extend financing. Consequently, we infer that the implementation of unconventional monetary policy measures was effective in stimulating credit growth in the post-crisis sub-period.","10.1016/j.intfin.2016.10.003","https://www.sciencedirect.com/science/article/pii/S1042443116301421","Salachas_2017_the",NA,NA,NA,NA,NA,NA,NA,NA,NA,2487
"ref_2511","26",4772,"43AWTSCW","Eickmeier, Sandra; Breitung, Jorg","How synchronized are central and east European economies with the euro area? : Evidence from a structural factor model",2005,NA,NA,NA,"journalArticle","A high degree of cyclical synchronization between central and east European countries (CEECs) and the euro area is generally seen as a prerequisite for successful EMU enlargement. This paper investigates comovements between CEECs and the euro area. We first establish stylized facts on economic linkages using dynamic correlation and cohesion measures. By means of a large-scale dynamic factor model, we then identify the main structural common euro-area shocks and investigate their transmission to the CEECs in comparison to the current EMU members. We finally carry out a counterfactual experiment which allows us to assess the costs and benefits of accession to EMU for individual CEECs in terms of economic volatilities and the implications of enlargement for synchronization. Overall, our results are mixed. Dynamic business cycle and inflation correlations between CEECs and the euro area are, on average, lower than between individual EMU members and the euro area, but they are higher than for some small peripheral EMU countries. This is confirmed by our other measure, variance shares of output and inflation explained by common euro-area factors. The proliferation of euro-area shocks to the CEECs does not differ significantly from the propagation to EMU countries in most cases. Based on our counterfactual experiment, we do not find significant stabilizing or destabilizing effects through a common monetary policy and fixed exchange rates. We also find that business cycle synchronization between CEECs and between most CEECs and the euro area will increase. There seems to be considerable heterogeneity across CEECs, implying that for some countries, accession to EMU would be more costly than for others. According to our analysis and based on our measures, Poland, Slovenia, Hungary and Estonia are more suitable EMU candidates than other countries.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0912465&site=ehost-live","Eickmeier_2005_how",NA,NA,NA,NA,NA,NA,NA,NA,NA,2488
"ref_2512","26",6499,"GDXAKXWW","Maran, Raluca","Reaction of the Philippine Stock Market to Domestic Monetary Policy Surprises: An Event Study Approach",2022,"Journal of Applied Economic Sciences (JAES)","78","XVII","journalArticle","This paper uses an event study analysis to assess how stock prices in the Philippines have reacted to domestic monetary-policy changes using data at a daily frequency from 2017 to 2022. A major contribution of this paper is the construction of a monetary-policy surprise measure for the Philippines, as the difference between the actual change in the monetary policy rate and the change anticipated by professional forecasters. My results are consistent with the literature, suggesting that unanticipated monetary policy changes exert a significant influence on stock prices in the Philippines. Overall, I find that an unexpected increase of 25 basis points in the monetary policy rate increases stock prices by about 1.09% on average. These results are robust to the inclusion of additional control variables in the baseline regression model, such as the implementation of restrictions to economic activity to curb the spread of the COVID-19 outbreak or revisions to macroeconomic forecasts released concomitantly with the monetary-policy rate announcement.",NA,"https://www.ceeol.com/search/article-detail?id=1086389","Maran_2022_reaction",NA,NA,NA,NA,NA,NA,NA,NA,NA,2489
"ref_2513","26",8611,"V923DZMD","Taylor, John B.","The Monetary Transmission Mechanism: An Empirical Framework",1995,"Journal of Economic Perspectives","4","9","journalArticle","This paper provides an overview of the monetary transmission mechanism describing the impact of changes in monetary policy on real GDP. Changes in financial market prices--including long-term interest rates and exchange rates--are the main vehicle for the transmission of policy. The framework incorporates rational expectations and policy rules. It is empirical and appears to fit the facts well.","10.1257/jep.9.4.11","https://www.aeaweb.org/articles?id=10.1257/jep.9.4.11","Taylor_1995_the",NA,NA,NA,NA,NA,NA,NA,NA,NA,2490
"ref_2514","26",10073,"Z39ZJWU7","Li, Huan; Ni, Jinlan; Xu, Yueli; Zhan, Minghua","Monetary policy and its transmission channels: Evidence from China",2021,"Pacific-Basin Finance Journal",NA,"68","journalArticle","This paper examines the individual effect of the channels of monetary transmission (the asset price channel, the credit channel, the interest rate channel, and the exchange rate channel) in China using Impulse Response Separation Vector Auto Regression (IRSVAR) technique. The results are as follows: First, although China's market-oriented reform has been carried out for 40 years, the role of the neoclassical interest rate channel in the overall effect of monetary policy is still relatively low (31%). Second, although the relative role of the credit channel has declined, it remains, on average, the most important transmission channel (42%). It shows that there are still serious frictions in China's economy and that market-oriented reforms need to be further strengthened. Third, in general, the relative marginal role of asset price channels has risen significantly (20%), mainly because of the rapidly increasing wealth effect on households in China's stock and property markets. Since the exchange rate has been strictly controlled, the role of the exchange rate channel has always been unimportant (7%). These results have important policy implications: China has made progress to marketize the interest rate in the past years, however, it is necessary to further improve the comprehensive marketization mechanism, and the choice of the intermediate target of macro-prudential monetary policy should pay sufficient attention to the changes in asset prices.","10.1016/j.pacfin.2021.101621","https://www.sciencedirect.com/science/article/pii/S0927538X21001281","Li_2021_monetary",NA,NA,NA,NA,NA,NA,NA,NA,NA,2491
